TEAM	MATCH_UP	GAME_DATE	W/L	MIN	OFFRTG	DEFRTG	NETRTG	AST%	AST/TO	ASTRAT	OREB%	DREB%	REB%	TOV%	EFG%	TS%	PACE	PIE
TOR	TOR vs. BOS	03/28/2022	W	53	108.5	106.7	1.8	34.8	1.60	11.3	31.7	66.1	48.4	9.4	48.1	50.5	95.55	47.0
GSW	GSW @ MEM	03/28/2022	L	48	92.2	118.3	-26.0	54.5	1.06	14.0	17.6	67.3	43.4	16.5	46.3	51.4	103.50	35.1
CHI	CHI @ NYK	03/28/2022	L	48	108.3	113.5	-5.2	47.1	1.14	12.9	25.5	73.7	51.9	14.6	46.8	55.6	96.00	51.5
CHA	CHA vs. DEN	03/28/2022	L	48	109.0	114.1	-5.1	75.0	2.20	22.6	29.4	65.3	47.0	15.0	54.3	55.5	99.50	48.7
OKC	OKC @ POR	03/28/2022	W	53	126.4	120.2	6.2	66.7	1.52	20.8	34.0	61.9	50.0	19.8	64.4	66.3	97.36	53.2
NYK	NYK vs. CHI	03/28/2022	W	48	113.5	108.3	5.2	50.0	3.17	14.6	26.3	74.5	48.1	6.3	49.4	52.2	96.00	48.5
HOU	HOU vs. SAS	03/28/2022	L	48	114.3	117.1	-2.9	68.4	2.17	18.1	23.6	63.8	44.2	11.4	52.2	57.5	105.00	45.6
SAS	SAS @ HOU	03/28/2022	W	48	117.1	114.3	2.9	59.6	2.15	18.3	36.2	76.4	55.8	12.4	50.5	54.8	105.00	54.4
ORL	ORL @ CLE	03/28/2022	L	48	101.0	105.9	-4.9	73.8	1.82	21.8	23.4	79.2	51.6	17.0	54.0	54.5	100.50	45.0
SAC	SAC @ MIA	03/28/2022	L	48	104.2	128.1	-24.0	56.8	1.50	16.8	17.0	65.9	39.8	14.6	53.1	56.2	96.00	39.8
MEM	MEM vs. GSW	03/28/2022	W	48	118.3	92.2	26.0	60.5	1.86	17.6	32.7	82.4	56.6	13.5	53.3	57.3	103.50	64.9
ATL	ATL @ IND	03/28/2022	W	48	134.7	125.5	9.2	68.1	2.13	21.8	43.6	69.0	56.8	15.3	64.5	67.7	98.00	54.9
IND	IND vs. ATL	03/28/2022	L	48	125.5	134.7	-9.2	71.1	2.29	22.5	31.0	56.4	43.2	14.3	61.5	64.8	98.00	45.1
DEN	DEN @ CHA	03/28/2022	W	48	114.1	109.0	5.1	72.5	1.81	20.0	34.7	70.6	53.0	16.2	53.5	57.5	99.50	51.3
NOP	NOP vs. LAL	03/27/2022	W	48	122.1	114.9	7.2	56.8	3.57	18.7	32.7	80.0	53.9	7.4	53.3	57.1	94.50	54.3
BOS	BOS vs. MIN	03/27/2022	W	48	134.0	114.3	19.7	55.1	2.08	19.4	30.8	87.8	60.0	13.0	66.1	69.6	99.00	58.8
NYK	NYK @ DET	03/27/2022	W	48	109.5	108.5	1.0	55.9	1.36	14.2	38.5	79.2	58.0	14.7	47.6	53.2	94.50	51.0
MIN	MIN @ BOS	03/27/2022	L	48	114.3	134.0	-19.7	57.8	1.86	20.2	12.2	69.2	40.0	14.3	61.9	62.7	99.00	41.2
GSW	GSW @ WAS	03/27/2022	L	48	116.2	123.0	-6.8	52.6	2.00	14.7	30.4	82.9	52.6	10.1	47.2	54.2	99.50	41.9
LAL	LAL @ NOP	03/27/2022	L	48	114.9	122.1	-7.2	61.9	1.73	20.3	20.0	67.3	46.1	16.0	61.3	62.0	94.50	45.7
DET	DET vs. NYK	03/27/2022	L	48	108.5	109.5	-1.0	59.0	2.30	18.1	20.8	61.5	42.0	10.6	50.6	54.9	94.50	49.0
BKN	BKN vs. CHA	03/27/2022	L	48	110.0	117.8	-7.8	69.8	2.73	20.1	32.2	63.8	47.9	11.0	47.9	50.7	100.50	50.5
CHA	CHA @ BKN	03/27/2022	W	48	117.8	110.0	7.8	61.9	2.17	17.7	36.2	67.8	52.1	11.9	51.5	55.0	100.50	49.5
DAL	DAL vs. UTA	03/27/2022	W	48	129.5	114.9	14.6	52.5	2.10	17.5	26.2	76.5	53.8	11.4	63.0	65.1	87.50	57.4
PHI	PHI @ PHX	03/27/2022	L	48	106.1	116.3	-10.2	59.5	1.83	15.9	33.3	77.3	53.1	12.2	47.2	51.8	98.00	45.4
UTA	UTA @ DAL	03/27/2022	L	48	114.9	129.5	-14.6	56.1	3.83	18.9	23.5	73.8	46.2	6.9	52.8	53.5	87.50	42.6
PHX	PHX vs. PHI	03/27/2022	W	48	116.3	106.1	10.2	53.3	1.85	18.2	22.7	66.7	46.9	13.3	59.2	60.3	98.00	54.6
WAS	WAS vs. GSW	03/27/2022	W	48	123.0	116.2	6.8	75.0	2.75	23.6	17.1	69.6	47.4	12.0	61.9	65.6	99.50	58.1
SAS	SAS @ NOP	03/26/2022	W	48	118.9	113.2	5.7	56.4	2.20	16.3	41.8	67.3	54.2	11.1	46.2	51.9	90.50	51.5
TOR	TOR vs. IND	03/26/2022	W	48	142.4	98.9	43.5	66.7	5.67	25.2	25.0	74.5	53.0	6.5	69.6	70.9	92.00	68.3
CHI	CHI @ CLE	03/26/2022	W	48	105.4	101.1	4.3	63.9	1.53	18.5	21.4	67.3	46.8	16.1	51.3	57.0	93.00	55.6
MIL	MIL @ MEM	03/26/2022	L	48	102.0	124.5	-22.5	51.4	1.36	13.9	31.0	64.3	47.4	14.0	43.5	48.8	101.00	35.4
NOP	NOP vs. SAS	03/26/2022	L	48	113.2	118.9	-5.7	57.5	2.88	17.6	32.7	58.2	45.8	8.8	50.0	52.4	90.50	48.5
MIA	MIA vs. BKN	03/26/2022	L	48	96.0	111.1	-15.2	60.6	0.83	15.5	26.7	72.3	50.0	24.2	50.7	55.0	99.00	39.2
BKN	BKN @ MIA	03/26/2022	W	48	111.1	96.0	15.2	66.7	1.53	18.8	27.7	73.3	50.0	17.2	53.6	58.2	99.00	60.8
OKC	OKC @ DEN	03/26/2022	L	48	104.9	110.8	-5.9	74.4	1.71	21.0	17.8	75.0	46.1	16.7	54.8	58.8	102.00	44.4
HOU	HOU @ POR	03/26/2022	W	48	116.2	99.0	17.2	77.3	1.62	23.4	29.5	55.2	44.1	21.2	61.3	62.6	99.00	61.9
POR	POR vs. HOU	03/26/2022	L	48	99.0	116.2	-17.2	56.8	0.91	14.4	44.8	70.5	55.9	23.2	46.2	48.8	99.00	38.1
CLE	CLE vs. CHI	03/26/2022	L	48	101.1	105.4	-4.3	50.0	1.31	13.5	32.7	78.6	53.2	14.0	45.7	50.1	93.00	44.4
SAC	SAC @ ORL	03/26/2022	W	53	107.5	102.8	4.7	57.1	1.71	16.2	30.0	72.1	51.2	13.2	48.5	52.5	96.45	51.0
IND	IND @ TOR	03/26/2022	L	48	98.9	142.4	-43.5	69.7	1.64	18.1	25.5	75.0	47.0	15.2	48.7	51.8	92.00	31.7
DEN	DEN vs. OKC	03/26/2022	W	48	110.8	104.9	5.9	80.5	2.20	22.6	25.0	82.2	53.9	14.7	52.9	59.1	102.00	55.6
MEM	MEM vs. MIL	03/26/2022	W	48	124.5	102.0	22.5	61.2	3.75	19.9	35.7	69.0	52.6	7.8	54.4	56.6	101.00	64.6
ORL	ORL vs. SAC	03/26/2022	L	53	102.8	107.5	-4.7	60.0	2.08	17.9	27.9	70.0	48.8	12.1	48.6	50.4	96.45	49.0
DAL	DAL @ MIN	03/25/2022	L	48	97.9	119.6	-21.6	60.0	1.91	15.9	25.5	81.4	50.0	11.3	44.4	48.3	97.00	39.4
HOU	HOU @ POR	03/25/2022	W	48	127.6	109.3	18.3	62.8	1.69	20.0	28.6	67.4	48.9	16.3	63.3	67.1	97.50	57.4
MIA	MIA vs. NYK	03/25/2022	L	48	118.4	126.1	-7.7	51.4	1.20	15.7	27.8	59.2	45.9	17.2	58.6	63.6	87.50	47.4
LAC	LAC vs. PHI	03/25/2022	L	48	97.0	122.0	-25.0	55.9	1.19	14.4	24.1	66.0	44.2	16.0	44.7	50.5	100.00	36.7
GSW	GSW @ ATL	03/25/2022	L	48	114.6	124.7	-10.2	62.8	1.69	19.4	33.3	70.2	51.6	16.7	55.6	57.5	96.50	43.4
MIN	MIN vs. DAL	03/25/2022	W	48	119.6	97.9	21.6	60.5	2.89	19.8	18.6	74.5	50.0	9.3	57.7	61.3	97.00	60.6
DET	DET vs. WAS	03/25/2022	L	48	95.1	98.0	-2.9	48.7	1.27	14.0	26.3	83.3	52.4	14.7	44.2	47.9	102.00	46.0
UTA	UTA @ CHA	03/25/2022	L	48	113.5	118.9	-5.4	65.8	2.08	20.0	25.0	62.0	43.9	13.5	55.4	56.8	89.50	47.6
NYK	NYK @ MIA	03/25/2022	W	48	126.1	118.4	7.7	63.9	2.09	17.6	40.8	72.2	54.1	12.5	54.3	58.8	87.50	52.6
POR	POR vs. HOU	03/25/2022	L	48	109.3	127.6	-18.3	65.1	1.65	20.0	32.6	71.4	51.1	17.5	52.4	55.7	97.50	42.6
PHI	PHI @ LAC	03/25/2022	W	48	122.0	97.0	25.0	53.5	1.77	16.4	34.0	75.9	55.8	13.0	54.9	59.5	100.00	63.3
ATL	ATL vs. GSW	03/25/2022	W	48	124.7	114.6	10.2	58.7	2.25	19.6	29.8	66.7	48.4	12.4	59.6	62.1	96.50	56.6
WAS	WAS @ DET	03/25/2022	W	48	98.0	95.1	2.9	63.9	1.35	17.3	16.7	73.7	47.6	16.7	48.8	54.2	102.00	54.0
CHA	CHA vs. UTA	03/25/2022	W	48	118.9	113.5	5.4	63.4	2.60	19.3	38.0	75.0	56.1	11.1	54.0	56.0	89.50	52.4
CLE	CLE @ TOR	03/24/2022	L	48	114.3	128.6	-14.3	64.9	1.85	19.0	25.6	65.3	46.7	14.3	54.4	58.6	91.00	46.0
WAS	WAS @ MIL	03/24/2022	L	48	105.2	117.5	-12.4	58.1	2.27	18.5	25.0	79.5	48.4	11.3	52.7	53.1	97.00	45.6
DEN	DEN vs. PHX	03/24/2022	L	48	132.7	141.4	-8.8	56.3	1.59	19.9	30.6	73.0	52.1	17.3	68.5	70.0	98.50	46.0
MEM	MEM vs. IND	03/24/2022	W	48	135.7	104.0	31.7	68.0	2.00	22.2	46.7	71.4	60.4	17.3	65.1	66.2	98.50	66.4
MIL	MIL vs. WAS	03/24/2022	W	48	117.5	105.2	12.4	54.8	1.44	18.1	20.5	75.0	51.6	16.5	61.7	64.7	97.00	54.4
NOP	NOP vs. CHI	03/24/2022	W	48	129.9	112.4	17.5	56.1	2.09	17.4	27.9	85.0	55.4	11.3	56.6	64.3	97.00	58.1
TOR	TOR vs. CLE	03/24/2022	W	48	128.6	114.3	14.3	61.9	2.89	19.4	34.7	74.4	53.3	9.9	56.2	60.1	91.00	54.0
IND	IND @ MEM	03/24/2022	L	48	104.0	135.7	-31.7	51.3	1.82	14.9	28.6	53.3	39.6	11.1	47.3	50.4	98.50	33.6
PHX	PHX @ DEN	03/24/2022	W	48	141.4	132.7	8.8	61.5	3.56	22.9	27.0	69.4	47.9	9.1	68.0	70.9	98.50	54.0
CHI	CHI @ NOP	03/24/2022	L	48	112.4	129.9	-17.5	62.5	1.67	19.5	15.0	72.1	44.6	15.5	60.3	63.1	97.00	41.9
OKC	OKC vs. ORL	03/23/2022	W	48	119.2	102.0	17.2	55.3	1.75	16.8	11.9	75.9	49.0	12.1	58.9	64.0	99.50	59.7
CHA	CHA vs. NYK	03/23/2022	L	48	115.2	130.1	-14.9	61.9	2.36	19.4	31.4	77.5	51.6	12.0	54.5	54.9	92.50	42.4
IND	IND vs. SAC	03/23/2022	L	48	109.0	111.1	-2.1	81.0	2.27	23.0	28.6	85.7	54.9	15.0	53.8	56.9	99.50	50.9
DAL	DAL vs. HOU	03/23/2022	W	48	114.6	93.8	20.8	57.1	1.85	18.3	23.4	71.2	48.5	13.5	53.5	57.5	96.50	59.9
ORL	ORL @ OKC	03/23/2022	L	48	102.0	119.2	-17.2	66.7	2.18	17.5	24.1	88.1	51.0	11.0	47.8	51.0	99.50	40.3
BOS	BOS vs. UTA	03/23/2022	W	48	134.4	105.4	29.0	74.0	2.85	26.6	29.4	64.2	50.6	14.0	70.8	71.8	92.50	67.8
POR	POR vs. SAS	03/23/2022	L	48	94.1	131.7	-37.6	50.0	1.00	13.1	32.2	64.0	46.8	17.6	42.0	47.1	101.50	28.8
MEM	MEM vs. BKN	03/23/2022	W	48	130.7	118.8	11.9	59.6	2.15	18.4	41.8	68.2	53.5	12.9	55.9	59.6	101.00	53.3
LAL	LAL vs. PHI	03/23/2022	L	48	118.6	123.5	-4.9	50.0	2.08	17.6	29.4	78.3	52.6	11.8	57.2	58.2	102.00	45.5
MIA	MIA vs. GSW	03/23/2022	L	48	113.0	125.5	-12.5	70.3	2.60	20.0	23.5	69.2	43.3	10.9	51.8	55.2	93.00	43.9
DET	DET vs. ATL	03/23/2022	W	48	117.3	98.1	19.2	68.2	1.88	20.5	26.7	82.5	57.8	15.4	56.8	61.6	103.50	62.5
SAS	SAS @ POR	03/23/2022	W	48	131.7	94.1	37.6	73.9	2.43	22.4	36.0	67.8	53.2	13.9	59.0	63.6	101.50	71.2
MIN	MIN vs. PHX	03/23/2022	L	48	118.4	127.6	-9.2	64.3	2.25	18.8	35.8	68.2	50.5	12.2	51.1	55.4	98.00	44.6
UTA	UTA @ BOS	03/23/2022	L	48	105.4	134.4	-29.0	37.1	0.93	10.5	35.8	70.6	49.4	15.2	44.3	49.9	92.50	32.2
BKN	BKN @ MEM	03/23/2022	L	48	118.8	130.7	-11.9	41.9	1.29	13.6	31.8	58.2	46.5	13.9	54.6	60.7	101.00	46.7
PHX	PHX @ MIN	03/23/2022	W	48	127.6	118.4	9.2	66.7	2.31	21.1	31.8	64.2	49.5	13.3	59.3	63.3	98.00	55.4
GSW	GSW @ MIA	03/23/2022	W	48	125.5	113.0	12.5	57.5	1.77	17.8	30.8	76.5	56.7	13.8	61.7	66.4	93.00	56.1
NYK	NYK @ CHA	03/23/2022	W	48	130.1	115.2	14.9	69.8	3.33	22.7	22.5	68.6	48.4	9.7	63.9	66.9	92.50	57.6
SAC	SAC @ IND	03/23/2022	W	48	111.1	109.0	2.1	60.5	1.53	19.8	14.3	71.4	45.1	17.2	59.8	61.5	99.50	49.1
HOU	HOU @ DAL	03/23/2022	L	48	93.8	114.6	-20.8	51.5	1.06	13.3	28.8	76.6	51.5	16.5	42.7	48.2	96.50	40.1
PHI	PHI @ LAL	03/23/2022	W	48	123.5	118.6	4.9	55.3	3.71	18.8	21.7	70.6	47.4	6.9	57.1	61.0	102.00	54.5
ATL	ATL @ DET	03/23/2022	L	48	98.1	117.3	-19.2	56.8	1.50	15.7	17.5	73.3	42.2	13.6	47.8	51.2	103.50	37.5
GSW	GSW @ ORL	03/22/2022	L	48	94.7	97.9	-3.2	61.8	1.17	16.2	28.3	82.2	53.1	18.9	46.5	48.9	95.50	41.4
ORL	ORL vs. GSW	03/22/2022	W	48	97.9	94.7	3.2	73.5	1.79	19.5	17.8	71.7	46.9	14.6	49.4	53.5	95.50	58.6
CHI	CHI @ MIL	03/22/2022	L	48	98.0	126.0	-28.0	53.8	3.00	16.4	12.5	82.4	38.9	7.0	49.5	50.1	100.00	36.3
LAC	LAC @ DEN	03/22/2022	L	48	119.8	132.3	-12.5	64.3	4.50	20.5	19.1	74.4	44.2	6.3	54.7	59.0	96.00	44.7
MIL	MIL vs. CHI	03/22/2022	W	48	126.0	98.0	28.0	52.0	1.73	19.7	17.6	87.5	61.1	15.0	68.3	69.4	100.00	63.7
ATL	ATL @ NYK	03/22/2022	W	48	119.4	113.3	6.1	65.0	1.86	19.3	25.6	68.0	48.4	14.3	58.6	63.0	98.00	56.7
DEN	DEN vs. LAC	03/22/2022	W	48	132.3	119.8	12.5	68.9	2.82	22.6	25.6	80.9	55.8	11.5	63.9	68.2	96.00	55.3
NYK	NYK vs. ATL	03/22/2022	L	48	113.3	119.4	-6.1	47.6	1.43	14.9	32.0	74.4	51.6	14.3	56.4	57.0	98.00	43.3
HOU	HOU vs. WAS	03/21/2022	W	48	121.1	101.0	20.0	71.4	2.31	22.9	13.3	73.1	45.4	13.7	61.2	63.4	95.50	55.0
DET	DET vs. POR	03/21/2022	L	48	112.7	115.5	-2.8	61.1	1.10	15.1	41.5	64.9	53.6	19.6	47.6	55.8	102.50	44.3
CLE	CLE vs. LAL	03/21/2022	L	48	121.2	133.7	-12.5	64.4	2.42	21.3	20.9	73.8	47.1	12.1	60.5	63.6	98.50	44.6
OKC	OKC vs. BOS	03/21/2022	L	48	124.2	132.0	-7.8	47.9	2.09	17.4	22.4	76.7	47.8	11.1	60.8	62.0	99.50	44.3
CHI	CHI vs. TOR	03/21/2022	W	48	122.8	108.8	14.0	63.6	4.67	20.7	28.3	57.7	42.9	6.5	55.0	56.2	91.50	55.4
MIN	MIN @ DAL	03/21/2022	L	48	109.1	113.4	-4.3	58.3	2.33	15.3	30.0	82.2	52.4	9.1	46.7	52.0	98.00	47.0
TOR	TOR @ CHI	03/21/2022	L	48	108.8	122.8	-14.0	65.0	1.86	18.7	42.3	71.7	57.1	15.4	47.3	50.7	91.50	44.6
NOP	NOP @ CHA	03/21/2022	L	48	108.4	111.6	-3.2	57.5	1.53	16.9	35.3	82.5	56.0	15.8	49.4	53.1	95.00	47.0
LAL	LAL @ CLE	03/21/2022	W	48	133.7	121.2	12.5	64.2	4.25	23.9	26.2	79.1	52.9	8.2	62.8	64.8	98.50	55.4
CHA	CHA vs. NOP	03/21/2022	W	48	111.6	108.4	3.2	85.0	2.00	25.2	17.5	64.7	44.0	17.9	58.9	61.9	95.00	53.0
BKN	BKN vs. UTA	03/21/2022	W	48	120.0	112.8	7.2	68.9	2.21	22.6	28.9	71.4	52.9	14.7	60.8	63.6	94.50	57.2
UTA	UTA @ BKN	03/21/2022	L	48	112.8	120.0	-7.2	48.6	1.29	14.3	28.6	71.1	47.1	14.9	53.0	57.2	94.50	42.8
MIA	MIA @ PHI	03/21/2022	L	48	110.4	117.7	-7.3	60.5	1.92	18.4	14.3	72.7	44.2	12.5	53.8	59.7	96.00	47.9
WAS	WAS @ HOU	03/21/2022	L	48	101.0	121.1	-20.0	68.6	2.18	18.0	26.9	86.7	54.6	11.5	44.7	50.8	95.50	45.0
PHI	PHI vs. MIA	03/21/2022	W	48	117.7	110.4	7.3	60.5	2.17	19.4	27.3	85.7	55.8	12.5	58.7	60.7	96.00	52.1
BOS	BOS @ OKC	03/21/2022	W	48	132.0	124.2	7.8	50.0	2.44	16.7	23.3	77.6	52.2	9.0	59.9	65.4	99.50	55.7
POR	POR @ DET	03/21/2022	W	48	115.5	112.7	2.8	59.5	2.44	15.2	35.1	58.5	46.4	8.7	46.6	54.3	102.50	55.7
DAL	DAL vs. MIN	03/21/2022	W	48	113.4	109.1	4.3	67.5	2.25	20.5	17.8	70.0	47.6	12.4	56.6	59.6	98.00	53.0
IND	IND vs. POR	03/20/2022	W	48	135.8	102.1	33.7	79.2	2.38	25.9	36.8	72.3	56.5	16.8	66.1	69.2	95.50	65.2
GSW	GSW vs. SAS	03/20/2022	L	48	112.5	115.8	-3.3	63.4	1.73	18.1	42.3	62.9	53.5	15.6	51.7	54.4	95.50	53.6
BOS	BOS @ DEN	03/20/2022	W	48	136.3	113.0	23.2	61.7	3.22	23.0	17.1	66.7	47.2	9.9	68.9	71.4	91.50	61.7
PHI	PHI vs. TOR	03/20/2022	L	48	94.6	101.1	-6.5	70.0	2.10	17.4	15.2	63.9	43.0	10.8	45.9	51.6	92.50	50.3
UTA	UTA @ NYK	03/20/2022	W	48	121.3	102.2	19.2	47.1	1.33	13.8	26.8	72.7	53.1	13.5	57.4	62.2	90.00	62.4
TOR	TOR @ PHI	03/20/2022	W	48	101.1	94.6	6.5	45.7	1.78	12.3	36.1	84.8	57.0	9.8	41.4	45.1	92.50	49.7
PHX	PHX @ SAC	03/20/2022	W	53	112.4	110.7	1.7	54.3	1.39	16.7	25.0	79.2	53.5	15.9	56.5	61.1	101.89	51.4
OKC	OKC @ ORL	03/20/2022	L	48	85.0	90.0	-5.0	63.3	1.19	14.0	27.3	67.9	45.4	16.0	39.7	42.5	100.00	38.6
HOU	HOU vs. MEM	03/20/2022	L	48	90.7	114.0	-23.3	70.3	1.53	18.4	13.0	78.8	45.3	15.7	48.8	50.7	107.50	40.3
SAS	SAS @ GSW	03/20/2022	W	48	115.8	112.5	3.3	65.8	2.27	17.5	37.1	57.7	46.5	11.6	46.4	50.5	95.50	46.4
ORL	ORL vs. OKC	03/20/2022	W	48	90.0	85.0	5.0	68.8	1.05	15.8	32.1	72.7	54.6	21.0	42.8	48.1	100.00	61.4
NYK	NYK vs. UTA	03/20/2022	L	48	102.2	121.3	-19.2	64.5	1.82	16.0	27.3	73.2	46.9	12.1	47.0	50.4	90.00	37.6
SAC	SAC vs. PHX	03/20/2022	L	53	110.7	112.4	-1.7	69.2	1.80	18.1	20.8	75.0	46.5	13.4	51.6	58.0	101.89	48.6
POR	POR @ IND	03/20/2022	L	48	102.1	135.8	-33.7	60.5	1.28	17.4	27.7	63.2	43.5	18.8	52.5	55.1	95.50	34.8
DEN	DEN vs. BOS	03/20/2022	L	48	113.0	136.3	-23.2	62.9	2.00	16.7	33.3	82.9	52.8	12.0	48.3	53.1	91.50	38.3
ATL	ATL vs. NOP	03/20/2022	L	48	105.7	110.4	-4.7	53.7	1.38	15.9	20.8	64.2	43.6	15.1	52.9	57.7	106.00	47.7
NOP	NOP @ ATL	03/20/2022	W	48	110.4	105.7	4.7	51.2	1.38	15.0	35.8	79.2	56.4	15.1	48.4	54.2	106.00	52.3
MEM	MEM @ HOU	03/20/2022	W	48	114.0	90.7	23.3	56.5	1.86	18.1	21.2	87.0	54.7	13.1	56.3	58.9	107.50	59.7
WAS	WAS vs. LAL	03/19/2022	W	48	128.3	119.0	9.3	68.2	3.75	21.7	20.9	70.5	46.0	8.1	59.4	64.4	99.50	56.6
LAL	LAL @ WAS	03/19/2022	L	48	119.0	128.3	-9.3	52.1	1.67	18.1	29.5	79.1	54.0	15.0	59.9	62.1	99.50	43.4
DET	DET @ CLE	03/19/2022	L	48	112.4	115.3	-2.9	56.1	1.44	17.3	28.3	60.9	44.6	16.5	55.9	58.4	97.50	46.9
MIN	MIN vs. MIL	03/19/2022	W	48	130.2	113.3	16.9	63.8	2.73	20.5	20.8	70.4	47.1	10.4	63.0	66.7	105.50	56.6
MIL	MIL @ MIN	03/19/2022	L	48	113.3	130.2	-16.9	62.8	1.93	18.2	29.6	79.2	52.9	13.3	54.1	56.9	105.50	43.4
CHA	CHA vs. DAL	03/19/2022	W	48	131.6	111.3	20.3	75.0	3.67	23.1	27.7	69.8	50.0	9.2	61.4	64.6	97.50	64.8
DAL	DAL @ CHA	03/19/2022	L	48	111.3	131.6	-20.3	46.2	1.20	13.8	30.2	72.3	50.0	15.5	51.7	55.2	97.50	35.2
CLE	CLE vs. DET	03/19/2022	W	48	115.3	112.4	2.9	62.2	1.75	19.7	39.1	71.7	55.4	16.3	56.8	57.6	97.50	53.1
ATL	ATL vs. MEM	03/18/2022	W	48	121.2	107.1	14.1	62.2	2.80	20.0	27.1	68.0	48.0	10.1	56.6	59.9	98.50	57.7
PHX	PHX vs. CHI	03/18/2022	W	48	131.6	103.0	28.6	48.9	1.77	17.3	31.6	72.2	55.4	13.3	62.5	67.6	98.50	64.1
OKC	OKC @ MIA	03/18/2022	L	48	114.9	126.3	-11.4	47.5	1.58	15.2	25.5	72.0	49.5	12.8	53.6	57.4	94.50	47.6
WAS	WAS @ NYK	03/18/2022	L	48	99.0	103.1	-4.1	55.9	1.46	15.6	12.5	62.3	40.4	13.3	51.3	55.0	97.50	46.1
SAC	SAC vs. BOS	03/18/2022	L	48	101.0	131.3	-30.2	69.7	1.44	18.0	20.8	76.9	46.0	16.7	50.0	54.2	96.00	37.2
DEN	DEN @ CLE	03/18/2022	L	53	111.5	114.4	-2.9	76.1	1.84	22.6	32.7	69.0	52.3	18.3	55.4	58.0	94.19	49.9
MEM	MEM @ ATL	03/18/2022	L	48	107.1	121.2	-14.1	45.0	1.06	13.6	32.0	72.9	52.0	17.3	51.2	54.6	98.50	42.3
LAL	LAL @ TOR	03/18/2022	W	53	125.5	120.6	4.9	70.2	2.36	21.4	35.8	64.7	50.0	13.7	58.9	60.8	92.38	51.9
POR	POR @ BKN	03/18/2022	L	48	123.0	129.3	-6.3	60.4	2.07	19.6	37.0	60.0	46.1	14.0	56.8	57.7	99.50	45.2
CHI	CHI @ PHX	03/18/2022	L	48	103.0	131.6	-28.6	57.1	1.82	14.9	27.8	68.4	44.6	11.1	45.3	51.7	98.50	35.9
MIA	MIA vs. OKC	03/18/2022	W	48	126.3	114.9	11.4	54.3	4.17	18.7	28.0	74.5	50.5	6.3	57.9	59.8	94.50	52.4
HOU	HOU vs. IND	03/18/2022	L	48	115.7	116.3	-0.7	61.5	1.50	17.9	20.0	64.4	46.5	15.7	57.0	63.4	103.00	54.1
CLE	CLE vs. DEN	03/18/2022	W	53	114.4	111.5	2.9	70.5	2.82	20.4	31.0	67.3	47.7	10.6	52.0	54.4	94.19	50.1
SAS	SAS vs. NOP	03/18/2022	L	48	90.1	122.8	-32.7	68.8	1.38	16.3	23.3	70.0	44.5	15.8	42.1	46.5	101.00	33.8
NYK	NYK vs. WAS	03/18/2022	W	48	103.1	99.0	4.1	58.1	1.38	13.0	37.7	87.5	59.6	13.4	40.0	47.2	97.50	53.9
DAL	DAL @ PHI	03/18/2022	L	48	109.8	119.4	-9.6	56.8	1.75	16.9	23.4	76.9	47.7	13.0	53.8	56.6	92.50	43.9
LAC	LAC @ UTA	03/18/2022	L	48	92.0	122.2	-30.2	74.2	1.92	17.3	19.6	68.6	43.0	12.0	42.4	48.3	99.50	39.6
UTA	UTA vs. LAC	03/18/2022	W	48	122.2	92.0	30.2	63.8	2.50	20.7	31.4	80.4	57.0	12.1	56.7	58.6	99.50	60.4
PHI	PHI vs. DAL	03/18/2022	W	48	119.4	109.8	9.6	62.2	1.92	18.5	23.1	76.6	52.3	12.9	60.0	65.2	92.50	56.1
TOR	TOR vs. LAL	03/18/2022	L	53	120.6	125.5	-4.9	51.0	2.08	17.2	35.3	64.2	50.0	11.8	56.7	58.1	92.38	48.1
BOS	BOS @ SAC	03/18/2022	W	48	131.3	101.0	30.2	71.7	2.54	24.1	23.1	79.2	54.0	13.5	69.5	70.4	96.00	62.8
BKN	BKN vs. POR	03/18/2022	W	48	129.3	123.0	6.3	53.3	1.14	17.5	40.0	63.0	53.9	21.2	64.9	69.9	99.50	54.8
NOP	NOP @ SAS	03/18/2022	W	48	122.8	90.1	32.7	50.0	2.40	17.1	30.0	76.7	55.5	9.9	57.3	59.7	101.00	66.2
IND	IND @ HOU	03/18/2022	W	48	116.3	115.7	0.7	61.7	2.23	19.1	35.6	80.0	53.5	12.5	53.5	55.3	103.00	45.9
DET	DET @ ORL	03/17/2022	W	48	130.1	115.4	14.7	72.3	3.78	22.5	28.3	66.7	47.7	8.7	60.6	62.2	103.50	57.5
ORL	ORL vs. DET	03/17/2022	L	48	115.4	130.1	-14.7	51.1	1.71	16.7	33.3	71.7	52.3	13.5	54.1	56.5	103.50	42.5
DEN	DEN @ WAS	03/16/2022	W	48	127.0	107.9	19.1	65.2	3.00	21.6	20.5	70.0	46.8	10.0	59.4	64.0	100.50	54.2
CLE	CLE vs. PHI	03/16/2022	L	48	122.6	125.5	-3.0	64.1	2.78	19.5	22.7	78.0	49.4	9.7	54.4	60.6	93.50	51.5
GSW	GSW vs. BOS	03/16/2022	L	48	95.7	118.3	-22.6	59.4	2.38	15.7	17.9	80.4	46.1	8.7	43.6	47.3	92.50	35.9
ATL	ATL @ CHA	03/16/2022	L	48	112.8	122.1	-9.3	70.0	2.15	19.9	35.8	72.3	53.0	13.8	50.0	53.4	94.50	42.2
