TEAM	MATCH UP	GAME DATE	W/L	MIN	EFG%	FTR	TOV%	OREB%	OPPEFG%	OPPFTR	OPPTOV%	OPPOREB%
OKC	OKC @ WAS	11/16/2022	W	48	64.2	0.321	14.9	22.5	61.0	0.198	18.8	31.0
CHI	CHI @ NOP	11/16/2022	L	48	55.6	0.191	12.1	23.4	60.6	0.282	15.3	31.8
NOP	NOP vs. CHI	11/16/2022	W	48	60.6	0.282	15.3	31.8	55.6	0.191	12.1	23.4
CLE	CLE @ MIL	11/16/2022	L	48	50.0	0.202	8.4	16.3	57.0	0.314	14.9	39.2
NYK	NYK @ DEN	11/16/2022	W	48	48.8	0.369	8.5	23.5	52.4	0.244	16.0	25.0
TOR	TOR vs. MIA	11/16/2022	W	48	55.2	0.256	14.9	42.2	64.4	0.333	24.7	18.2
DEN	DEN vs. NYK	11/16/2022	L	48	52.4	0.244	16.0	25.0	48.8	0.369	8.5	23.5
UTA	UTA vs. NYK	11/15/2022	L	48	51.8	0.361	20.4	32.7	53.2	0.269	13.6	32.1
DAL	DAL vs. LAC	11/15/2022	W	48	54.4	0.300	12.8	17.6	62.5	0.406	22.1	12.1
LAC	LAC @ DAL	11/15/2022	L	48	62.5	0.406	22.1	12.1	54.4	0.300	12.8	17.6
SAC	SAC vs. BKN	11/15/2022	W	48	70.2	0.266	15.6	34.1	56.2	0.407	15.6	12.2
MEM	MEM @ NOP	11/15/2022	L	48	46.2	0.272	11.1	29.8	57.1	0.132	10.2	20.0
SAS	SAS @ POR	11/15/2022	L	48	57.1	0.200	19.4	28.9	61.4	0.329	17.5	27.5
NYK	NYK @ UTA	11/15/2022	W	48	53.2	0.269	13.6	32.1	51.8	0.361	20.4	32.7
POR	POR vs. SAS	11/15/2022	W	48	61.4	0.329	17.5	27.5	57.1	0.200	19.4	28.9
BKN	BKN @ SAC	11/15/2022	L	48	56.2	0.407	15.6	12.2	70.2	0.266	15.6	34.1
NOP	NOP vs. MEM	11/15/2022	W	48	57.1	0.132	10.2	20.0	46.2	0.272	11.1	29.8
GSW	GSW vs. SAS	11/14/2022	W	48	66.5	0.182	12.9	19.5	41.0	0.190	18.8	41.8
DET	DET vs. TOR	11/14/2022	L	48	51.9	0.558	19.0	37.5	53.7	0.341	17.2	31.0
TOR	TOR @ DET	11/14/2022	W	48	53.7	0.341	17.2	31.0	51.9	0.558	19.0	37.5
ATL	ATL @ MIL	11/14/2022	W	48	51.6	0.326	8.9	28.0	45.1	0.500	16.7	32.7
MIL	MIL vs. ATL	11/14/2022	L	48	45.1	0.500	16.7	32.7	51.6	0.326	8.9	28.0
ORL	ORL vs. CHA	11/14/2022	L	48	48.9	0.261	23.2	48.1	51.7	0.273	13.5	37.5
OKC	OKC @ BOS	11/14/2022	L	48	53.6	0.214	17.7	26.4	53.1	0.302	12.5	20.8
CHA	CHA @ ORL	11/14/2022	W	48	51.7	0.273	13.5	37.5	48.9	0.261	23.2	48.1
LAC	LAC @ HOU	11/14/2022	W	48	59.3	0.407	16.8	28.6	50.6	0.360	13.9	28.3
SAS	SAS @ GSW	11/14/2022	L	48	41.0	0.190	18.8	41.8	66.5	0.182	12.9	19.5
HOU	HOU vs. LAC	11/14/2022	L	48	50.6	0.360	13.9	28.3	59.3	0.407	16.8	28.6
MIA	MIA vs. PHX	11/14/2022	W	48	54.8	0.301	16.5	43.5	55.6	0.040	15.4	48.1
BOS	BOS vs. OKC	11/14/2022	W	48	53.1	0.302	12.5	20.8	53.6	0.214	17.7	26.4
PHX	PHX @ MIA	11/14/2022	L	48	55.6	0.040	15.4	48.1	54.8	0.301	16.5	43.5
CLE	CLE vs. MIN	11/13/2022	L	48	54.5	0.438	9.9	30.9	63.4	0.415	13.1	28.2
PHI	PHI vs. UTA	11/13/2022	W	48	50.6	0.313	12.2	23.9	45.2	0.245	18.6	45.2
BKN	BKN @ LAL	11/13/2022	L	48	49.4	0.388	13.7	25.0	54.4	0.220	9.4	31.3
WAS	WAS vs. MEM	11/13/2022	W	48	52.9	0.244	15.0	24.1	44.3	0.104	17.2	33.3
NYK	NYK vs. OKC	11/13/2022	L	48	54.6	0.340	12.0	31.4	72.2	0.227	17.4	26.5
MEM	MEM @ WAS	11/13/2022	L	48	44.3	0.104	17.2	33.3	52.9	0.244	15.0	24.1
GSW	GSW @ SAC	11/13/2022	L	48	55.6	0.178	17.3	22.4	60.4	0.209	15.4	27.1
CHI	CHI vs. DEN	11/13/2022	L	48	53.1	0.259	18.8	23.8	68.1	0.263	16.0	14.3
MIN	MIN @ CLE	11/13/2022	W	48	63.4	0.415	13.1	28.2	54.5	0.438	9.9	30.9
DEN	DEN @ CHI	11/13/2022	W	48	68.1	0.263	16.0	14.3	53.1	0.259	18.8	23.8
OKC	OKC @ NYK	11/13/2022	W	48	72.2	0.227	17.4	26.5	54.6	0.340	12.0	31.4
UTA	UTA @ PHI	11/13/2022	L	48	45.2	0.245	18.6	45.2	50.6	0.313	12.2	23.9
SAC	SAC vs. GSW	11/13/2022	W	48	60.4	0.209	15.4	27.1	55.6	0.178	17.3	22.4
LAL	LAL vs. BKN	11/13/2022	W	48	54.4	0.220	9.4	31.3	49.4	0.388	13.7	25.0
WAS	WAS vs. UTA	11/12/2022	W	48	59.1	0.227	8.9	15.6	54.3	0.117	11.9	21.6
UTA	UTA @ WAS	11/12/2022	L	48	54.3	0.117	11.9	21.6	59.1	0.227	8.9	15.6
BKN	BKN @ LAC	11/12/2022	W	48	57.8	0.253	13.3	17.4	46.5	0.235	18.4	28.3
TOR	TOR @ IND	11/12/2022	L	48	43.1	0.309	11.9	30.0	61.6	0.280	20.6	34.9
HOU	HOU @ NOP	11/12/2022	L	48	58.2	0.228	25.7	31.0	53.5	0.360	11.9	28.3
MIA	MIA vs. CHA	11/12/2022	W	48	61.3	0.226	11.7	26.1	56.1	0.178	11.8	15.2
DET	DET vs. BOS	11/12/2022	L	48	50.6	0.236	14.1	28.8	52.7	0.264	7.1	22.2
DAL	DAL vs. POR	11/12/2022	W	48	59.3	0.321	11.6	22.7	53.1	0.438	12.6	29.2
LAC	LAC vs. BKN	11/12/2022	L	48	46.5	0.235	18.4	28.3	57.8	0.253	13.3	17.4
NOP	NOP vs. HOU	11/12/2022	W	48	53.5	0.360	11.9	28.3	58.2	0.228	25.7	31.0
PHI	PHI vs. ATL	11/12/2022	W	48	60.0	0.388	11.9	15.8	48.3	0.303	18.8	38.5
BOS	BOS @ DET	11/12/2022	W	48	52.7	0.264	7.1	22.2	50.6	0.236	14.1	28.8
ATL	ATL @ PHI	11/12/2022	L	48	48.3	0.303	18.8	38.5	60.0	0.388	11.9	15.8
POR	POR @ DAL	11/12/2022	L	48	53.1	0.438	12.6	29.2	59.3	0.321	11.6	22.7
CHA	CHA @ MIA	11/12/2022	L	48	56.1	0.178	11.8	15.2	61.3	0.226	11.7	26.1
IND	IND vs. TOR	11/12/2022	W	48	61.6	0.280	20.6	34.9	43.1	0.309	11.9	30.0
DET	DET @ NYK	11/11/2022	L	48	50.6	0.513	15.0	31.9	50.0	0.309	11.0	37.0
OKC	OKC vs. TOR	11/11/2022	W	48	64.0	0.183	18.3	40.9	49.4	0.409	15.5	34.6
SAC	SAC @ LAL	11/11/2022	W	48	58.6	0.241	15.0	31.0	53.4	0.295	14.1	35.4
LAL	LAL vs. SAC	11/11/2022	L	48	53.4	0.295	14.1	35.4	58.6	0.241	15.0	31.0
GSW	GSW vs. CLE	11/11/2022	W	48	57.9	0.171	15.3	18.6	44.6	0.283	13.4	29.8
TOR	TOR @ OKC	11/11/2022	L	48	49.4	0.409	15.5	34.6	64.0	0.183	18.3	40.9
PHX	PHX @ ORL	11/11/2022	L	48	46.8	0.095	11.8	29.3	61.6	0.183	16.1	27.5
MIN	MIN @ MEM	11/11/2022	L	48	53.2	0.278	16.0	22.7	54.0	0.307	14.7	40.8
NYK	NYK vs. DET	11/11/2022	W	48	50.0	0.309	11.0	37.0	50.6	0.513	15.0	31.9
CLE	CLE @ GSW	11/11/2022	L	48	44.6	0.283	13.4	29.8	57.9	0.171	15.3	18.6
MEM	MEM vs. MIN	11/11/2022	W	48	54.0	0.307	14.7	40.8	53.2	0.278	16.0	22.7
SAS	SAS vs. MIL	11/11/2022	W	48	57.6	0.176	19.4	32.6	38.8	0.235	17.5	39.4
BOS	BOS vs. DEN	11/11/2022	W	48	64.4	0.222	7.5	29.3	52.2	0.217	6.5	28.3
ORL	ORL vs. PHX	11/11/2022	W	48	61.6	0.183	16.1	27.5	46.8	0.095	11.8	29.3
DEN	DEN @ BOS	11/11/2022	L	48	52.2	0.217	6.5	28.3	64.4	0.222	7.5	29.3
MIL	MIL @ SAS	11/11/2022	L	48	38.8	0.235	17.5	39.4	57.6	0.176	19.4	32.6
WAS	WAS vs. DAL	11/10/2022	W	48	56.0	0.238	16.7	20.5	53.5	0.244	12.6	18.5
PHI	PHI @ ATL	11/10/2022	L	48	42.2	0.361	16.0	16.7	47.7	0.261	17.0	24.0
NOP	NOP vs. POR	11/10/2022	L	48	48.1	0.304	17.9	26.5	50.6	0.306	9.5	26.0
CHA	CHA @ MIA	11/10/2022	L	53	56.8	0.227	19.4	28.6	48.9	0.400	10.4	18.2
MIA	MIA vs. CHA	11/10/2022	W	53	48.9	0.400	10.4	18.2	56.8	0.227	19.4	28.6
POR	POR @ NOP	11/10/2022	W	48	50.6	0.306	9.5	26.0	48.1	0.304	17.9	26.5
ATL	ATL vs. PHI	11/10/2022	W	48	47.7	0.261	17.0	24.0	42.2	0.361	16.0	16.7
DAL	DAL @ WAS	11/10/2022	L	48	53.5	0.244	12.6	18.5	56.0	0.238	16.7	20.5
NYK	NYK @ BKN	11/09/2022	L	48	39.1	0.299	15.0	22.2	56.3	0.230	15.0	24.5
POR	POR @ CHA	11/09/2022	W	48	60.7	0.333	19.6	32.5	42.9	0.264	12.1	36.7
HOU	HOU @ TOR	11/09/2022	L	48	49.4	0.369	16.5	36.7	48.5	0.196	13.3	46.0
ORL	ORL vs. DAL	11/09/2022	W	48	54.8	0.288	20.2	25.0	44.1	0.224	6.4	12.3
DAL	DAL @ ORL	11/09/2022	L	48	44.1	0.224	6.4	12.3	54.8	0.288	20.2	25.0
CHI	CHI vs. NOP	11/09/2022	L	48	54.6	0.207	14.7	15.9	51.8	0.429	15.5	34.8
SAS	SAS vs. MEM	11/09/2022	L	53	54.1	0.235	11.3	33.3	58.2	0.133	19.2	41.7
TOR	TOR vs. HOU	11/09/2022	W	48	48.5	0.196	13.3	46.0	49.4	0.369	16.5	36.7
MEM	MEM @ SAS	11/09/2022	W	53	58.2	0.133	19.2	41.7	54.1	0.235	11.3	33.3
OKC	OKC vs. MIL	11/09/2022	L	58	53.2	0.171	11.0	29.7	55.2	0.208	14.4	28.1
MIN	MIN vs. PHX	11/09/2022	L	48	58.3	0.410	18.4	20.0	56.7	0.206	10.6	30.0
BOS	BOS vs. DET	11/09/2022	W	48	63.6	0.239	12.7	20.9	45.5	0.449	9.8	32.7
UTA	UTA @ ATL	11/09/2022	W	48	55.9	0.255	12.4	29.6	50.5	0.101	10.6	35.6
IND	IND vs. DEN	11/09/2022	L	48	54.2	0.198	16.2	26.4	55.7	0.295	20.2	27.7
CHA	CHA vs. POR	11/09/2022	L	48	42.9	0.264	12.1	36.7	60.7	0.333	19.6	32.5
BKN	BKN vs. NYK	11/09/2022	W	48	56.3	0.230	15.0	24.5	39.1	0.299	15.0	22.2
LAL	LAL @ LAC	11/09/2022	L	48	51.1	0.193	15.8	24.0	58.0	0.321	14.7	18.6
PHX	PHX @ MIN	11/09/2022	W	48	56.7	0.206	10.6	30.0	58.3	0.410	18.4	20.0
DEN	DEN @ IND	11/09/2022	W	48	55.7	0.295	20.2	27.7	54.2	0.198	16.2	26.4
NOP	NOP @ CHI	11/09/2022	W	48	51.8	0.429	15.5	34.8	54.6	0.207	14.7	15.9
CLE	CLE @ SAC	11/09/2022	L	48	59.9	0.233	18.4	41.5	63.8	0.461	9.2	13.5
DET	DET @ BOS	11/09/2022	L	48	45.5	0.449	9.8	32.7	63.6	0.239	12.7	20.9
SAC	SAC vs. CLE	11/09/2022	W	48	63.8	0.461	9.2	13.5	59.9	0.233	18.4	41.5
LAC	LAC vs. LAL	11/09/2022	W	48	58.0	0.321	14.7	18.6	51.1	0.193	15.8	24.0
MIL	MIL @ OKC	11/09/2022	W	58	55.2	0.208	14.4	28.1	53.2	0.171	11.0	29.7
ATL	ATL vs. UTA	11/09/2022	L	48	50.5	0.101	10.6	35.6	55.9	0.255	12.4	29.6
WAS	WAS @ CHA	11/07/2022	W	48	55.6	0.375	15.5	28.6	44.1	0.158	11.2	36.1
NYK	NYK @ MIN	11/07/2022	W	48	54.5	0.281	18.3	30.8	53.7	0.296	17.3	20.5
LAC	LAC vs. CLE	11/07/2022	W	48	61.4	0.354	9.2	9.3	61.4	0.253	17.2	30.2
BKN	BKN @ DAL	11/07/2022	L	48	50.0	0.238	15.7	34.0	52.8	0.333	25.0	42.9
PHI	PHI vs. PHX	11/07/2022	W	48	46.3	0.388	17.4	37.3	47.9	0.301	16.1	18.6
POR	POR @ MIA	11/07/2022	W	48	63.9	0.292	20.0	14.3	56.0	0.179	12.8	19.6
MIN	MIN vs. NYK	11/07/2022	L	48	53.7	0.296	17.3	20.5	54.5	0.281	18.3	30.8
LAL	LAL @ UTA	11/07/2022	L	48	54.3	0.366	15.4	20.9	64.2	0.232	14.4	35.6
DET	DET vs. OKC	11/07/2022	W	48	46.8	0.355	15.7	41.4	45.1	0.167	9.8	29.7
CLE	CLE @ LAC	11/07/2022	L	48	61.4	0.253	17.2	30.2	61.4	0.354	9.2	9.3
ORL	ORL vs. HOU	11/07/2022	L	48	62.2	0.378	19.6	36.6	66.7	0.287	21.8	39.1
DEN	DEN @ SAS	11/07/2022	W	48	58.0	0.227	21.4	35.6	59.8	0.220	23.3	25.6
DAL	DAL vs. BKN	11/07/2022	W	48	52.8	0.333	25.0	42.9	50.0	0.238	15.7	34.0
TOR	TOR @ CHI	11/07/2022	L	48	47.6	0.259	14.6	15.7	58.1	0.275	21.4	26.3
MIA	MIA vs. POR	11/07/2022	L	48	56.0	0.179	12.8	19.6	63.9	0.292	20.0	14.3
ATL	ATL vs. MIL	11/07/2022	W	48	52.0	0.172	11.7	32.1	48.9	0.184	18.6	23.5
BOS	BOS @ MEM	11/07/2022	W	48	53.7	0.341	15.2	20.8	53.3	0.154	10.9	23.1
CHI	CHI vs. TOR	11/07/2022	W	48	58.1	0.275	21.4	26.3	47.6	0.259	14.6	15.7
GSW	GSW vs. SAC	11/07/2022	W	48	58.0	0.239	14.6	21.7	48.4	0.319	10.5	22.8
IND	IND vs. NOP	11/07/2022	W	48	62.8	0.267	16.7	28.9	56.7	0.175	9.9	28.0
SAC	SAC @ GSW	11/07/2022	L	48	48.4	0.319	10.5	22.8	58.0	0.239	14.6	21.7
PHX	PHX @ PHI	11/07/2022	L	48	47.9	0.301	16.1	18.6	46.3	0.388	17.4	37.3
HOU	HOU @ ORL	11/07/2022	W	48	66.7	0.287	21.8	39.1	62.2	0.378	19.6	36.6
SAS	SAS vs. DEN	11/07/2022	L	48	59.8	0.220	23.3	25.6	58.0	0.227	21.4	35.6
MIL	MIL @ ATL	11/07/2022	L	48	48.9	0.184	18.6	23.5	52.0	0.172	11.7	32.1
MEM	MEM vs. BOS	11/07/2022	L	48	53.3	0.154	10.9	23.1	53.7	0.341	15.2	20.8
OKC	OKC @ DET	11/07/2022	L	48	45.1	0.167	9.8	29.7	46.8	0.355	15.7	41.4
NOP	NOP @ IND	11/07/2022	L	48	56.7	0.175	9.9	28.0	62.8	0.267	16.7	28.9
UTA	UTA vs. LAL	11/07/2022	W	48	64.2	0.232	14.4	35.6	54.3	0.366	15.4	20.9
CHA	CHA vs. WAS	11/07/2022	L	48	44.1	0.158	11.2	36.1	55.6	0.375	15.5	28.6
TOR	TOR vs. CHI	11/06/2022	W	48	47.6	0.194	9.5	43.3	52.8	0.148	17.7	34.7
LAC	LAC vs. UTA	11/06/2022	L	48	54.0	0.149	14.1	21.3	56.7	0.347	21.2	24.4
WAS	WAS @ MEM	11/06/2022	L	48	46.9	0.104	10.5	27.6	47.8	0.220	11.7	29.1
CHI	CHI @ TOR	11/06/2022	L	48	52.8	0.148	17.7	34.7	47.6	0.194	9.5	43.3
CLE	CLE @ LAL	11/06/2022	W	48	48.8	0.429	13.9	28.6	50.6	0.241	16.8	22.6
UTA	UTA @ LAC	11/06/2022	W	48	56.7	0.347	21.2	24.4	54.0	0.149	14.1	21.3
MEM	MEM vs. WAS	11/06/2022	W	48	47.8	0.220	11.7	29.1	46.9	0.104	10.5	27.6
LAL	LAL vs. CLE	11/06/2022	L	48	50.6	0.241	16.8	22.6	48.8	0.429	13.9	28.6
MIL	MIL vs. OKC	11/05/2022	W	48	51.7	0.189	19.6	39.6	50.0	0.190	16.5	20.4
BOS	BOS @ NYK	11/05/2022	W	48	68.8	0.136	13.3	22.0	57.2	0.178	14.1	31.1
SAC	SAC @ ORL	11/05/2022	W	53	58.6	0.280	12.6	15.7	56.5	0.217	16.4	21.4
OKC	OKC @ MIL	11/05/2022	L	48	50.0	0.190	16.5	20.4	51.7	0.189	19.6	39.6
BKN	BKN @ CHA	11/05/2022	W	48	46.4	0.262	11.8	25.5	45.3	0.267	16.0	34.5
DEN	DEN vs. SAS	11/05/2022	W	48	69.5	0.115	18.4	35.1	56.3	0.238	15.3	17.4
CHA	CHA vs. BKN	11/05/2022	L	48	45.3	0.267	16.0	34.5	46.4	0.262	11.8	25.5
SAS	SAS @ DEN	11/05/2022	L	48	56.3	0.238	15.3	17.4	69.5	0.115	18.4	35.1
NYK	NYK vs. BOS	11/05/2022	L	48	57.2	0.178	14.1	31.1	68.8	0.136	13.3	22.0
ORL	ORL vs. SAC	11/05/2022	L	53	56.5	0.217	16.4	21.4	58.6	0.280	12.6	15.7
ATL	ATL vs. NOP	11/05/2022	W	53	50.0	0.243	11.4	27.6	46.8	0.259	14.2	37.5
MIN	MIN vs. HOU	11/05/2022	W	48	70.6	0.250	23.3	27.3	57.1	0.369	22.3	37.5
NOP	NOP @ ATL	11/05/2022	L	53	46.8	0.259	14.2	37.5	50.0	0.243	11.4	27.6
PHX	PHX vs. POR	11/05/2022	W	48	49.4	0.341	14.6	31.3	42.4	0.304	19.1	26.9
POR	POR @ PHX	11/05/2022	L	48	42.4	0.304	19.1	26.9	49.4	0.341	14.6	31.3
HOU	HOU @ MIN	11/05/2022	L	48	57.1	0.369	22.3	37.5	70.6	0.250	23.3	27.3
PHX	PHX vs. POR	11/04/2022	L	48	51.8	0.253	18.1	29.8	56.5	0.176	18.8	34.9
MIA	MIA @ IND	11/04/2022	L	48	45.1	0.321	18.4	24.0	53.8	0.288	18.8	17.4
TOR	TOR @ DAL	11/04/2022	L	48	50.6	0.284	19.8	45.1	58.4	0.325	19.6	31.7
PHI	PHI vs. NYK	11/04/2022	L	48	44.4	0.214	14.6	30.8	51.9	0.338	21.0	31.1
SAS	SAS vs. LAC	11/04/2022	L	48	54.5	0.205	13.0	17.0	61.9	0.238	15.8	17.9
LAC	LAC @ SAS	11/04/2022	W	48	61.9	0.238	15.8	17.9	54.5	0.205	13.0	17.0
DAL	DAL vs. TOR	11/04/2022	W	48	58.4	0.325	19.6	31.7	50.6	0.284	19.8	45.1
NOP	NOP vs. GSW	11/04/2022	W	48	58.0	0.358	16.2	33.3	57.7	0.352	23.2	18.9
GSW	GSW @ NOP	11/04/2022	L	48	57.7	0.352	23.2	18.9	58.0	0.358	16.2	33.3
DET	DET vs. CLE	11/04/2022	L	48	45.2	0.181	19.8	23.1	61.1	0.198	19.8	33.3
WAS	WAS vs. BKN	11/04/2022	L	48	41.0	0.265	13.3	21.8	63.3	0.156	9.3	20.0
CHA	CHA @ MEM	11/04/2022	L	48	43.0	0.360	16.7	25.0	59.2	0.184	17.8	38.8
LAL	LAL vs. UTA	11/04/2022	L	48	54.8	0.337	11.5	26.7	58.7	0.097	8.2	36.5
CLE	CLE @ DET	11/04/2022	W	48	61.1	0.198	19.8	33.3	45.2	0.181	19.8	23.1
IND	IND vs. MIA	11/04/2022	W	48	53.8	0.288	18.8	17.4	45.1	0.321	18.4	24.0
POR	POR @ PHX	11/04/2022	W	48	56.5	0.176	18.8	34.9	51.8	0.253	18.1	29.8
MIN	MIN vs. MIL	11/04/2022	L	48	48.4	0.185	15.5	19.3	58.2	0.329	12.4	19.6
MIL	MIL @ MIN	11/04/2022	W	48	58.2	0.329	12.4	19.6	48.4	0.185	15.5	19.3
UTA	UTA @ LAL	11/04/2022	W	48	58.7	0.097	8.2	36.5	54.8	0.337	11.5	26.7
BKN	BKN @ WAS	11/04/2022	W	48	63.3	0.156	9.3	20.0	41.0	0.265	13.3	21.8
BOS	BOS vs. CHI	11/04/2022	W	48	54.8	0.470	13.6	25.0	58.4	0.301	16.3	21.4
NYK	NYK @ PHI	11/04/2022	W	48	51.9	0.338	21.0	31.1	44.4	0.214	14.6	30.8
MEM	MEM vs. CHA	11/04/2022	W	48	59.2	0.184	17.8	38.8	43.0	0.360	16.7	25.0
CHI	CHI @ BOS	11/04/2022	L	48	58.4	0.301	16.3	21.4	54.8	0.470	13.6	25.0
DEN	DEN @ OKC	11/03/2022	W	48	64.3	0.190	19.6	22.5	51.6	0.204	9.7	22.0
OKC	OKC vs. DEN	11/03/2022	L	48	51.6	0.204	9.7	22.0	64.3	0.190	19.6	22.5
GSW	GSW @ ORL	11/03/2022	L	48	61.3	0.155	13.3	29.4	62.2	0.590	18.4	34.9
ORL	ORL vs. GSW	11/03/2022	W	48	62.2	0.590	18.4	34.9	61.3	0.155	13.3	29.4
CHI	CHI vs. CHA	11/02/2022	W	48	51.1	0.205	19.8	29.4	42.9	0.174	16.5	26.7
CHA	CHA @ CHI	11/02/2022	L	48	42.9	0.174	16.5	26.7	51.1	0.205	19.8	29.4
TOR	TOR @ SAS	11/02/2022	W	48	60.4	0.151	9.9	30.6	46.8	0.149	20.9	26.3
UTA	UTA @ DAL	11/02/2022	L	48	52.4	0.167	18.5	32.6	56.5	0.179	12.9	26.7
LAL	LAL vs. NOP	11/02/2022	W	53	51.0	0.235	15.5	23.6	50.0	0.206	12.2	20.7
MEM	MEM @ POR	11/02/2022	W	48	53.6	0.325	14.7	25.5	47.8	0.292	20.0	32.1
HOU	HOU vs. LAC	11/02/2022	L	48	48.3	0.239	19.2	34.5	56.0	0.226	15.3	22.2
CLE	CLE vs. BOS	11/02/2022	W	53	47.5	0.240	10.0	20.3	46.8	0.290	12.7	21.8
DAL	DAL vs. UTA	11/02/2022	W	48	56.5	0.179	12.9	26.7	52.4	0.167	18.5	32.6
SAC	SAC @ MIA	11/02/2022	L	48	55.2	0.163	12.5	19.1	55.6	0.146	11.3	21.7
DET	DET @ MIL	11/02/2022	L	48	48.7	0.190	20.2	13.0	52.2	0.261	15.5	30.8
MIA	MIA vs. SAC	11/02/2022	W	48	55.6	0.146	11.3	21.7	55.2	0.163	12.5	19.1
POR	POR vs. MEM	11/02/2022	L	48	47.8	0.292	20.0	32.1	53.6	0.325	14.7	25.5
SAS	SAS vs. TOR	11/02/2022	L	48	46.8	0.149	20.9	26.3	60.4	0.151	9.9	30.6
NYK	NYK vs. ATL	11/02/2022	L	48	46.7	0.222	16.8	29.6	46.7	0.150	8.9	36.4
WAS	WAS @ PHI	11/02/2022	W	48	60.9	0.410	8.5	20.0	57.7	0.238	8.5	18.8
PHI	PHI vs. WAS	11/02/2022	L	48	57.7	0.238	8.5	18.8	60.9	0.410	8.5	20.0
LAC	LAC @ HOU	11/02/2022	W	48	56.0	0.226	15.3	22.2	48.3	0.239	19.2	34.5
NOP	NOP @ LAL	11/02/2022	L	53	50.0	0.206	12.2	20.7	51.0	0.235	15.5	23.6
ATL	ATL @ NYK	11/02/2022	W	48	46.7	0.150	8.9	36.4	46.7	0.222	16.8	29.6
MIL	MIL vs. DET	11/02/2022	W	48	52.2	0.261	15.5	30.8	48.7	0.190	20.2	13.0
BOS	BOS @ CLE	11/02/2022	L	53	46.8	0.290	12.7	21.8	47.5	0.240	10.0	20.3
ORL	ORL @ OKC	11/01/2022	L	48	50.6	0.230	23.1	31.3	52.6	0.211	15.9	24.5
MIN	MIN @ PHX	11/01/2022	L	48	50.0	0.276	18.2	36.5	55.6	0.247	11.1	26.5
PHX	PHX vs. MIN	11/01/2022	W	48	55.6	0.247	11.1	26.5	50.0	0.276	18.2	36.5
MIA	MIA vs. GSW	11/01/2022	W	48	54.5	0.227	15.3	29.2	57.1	0.202	20.6	29.2
CHI	CHI @ BKN	11/01/2022	W	48	50.6	0.236	10.4	29.4	56.8	0.257	18.9	17.5
GSW	GSW @ MIA	11/01/2022	L	48	57.1	0.202	20.6	29.2	54.5	0.227	15.3	29.2
OKC	OKC vs. ORL	11/01/2022	W	48	52.6	0.211	15.9	24.5	50.6	0.230	23.1	31.3
BKN	BKN vs. CHI	11/01/2022	L	48	56.8	0.257	18.9	17.5	50.6	0.236	10.4	29.4
BKN	BKN vs. IND	10/31/2022	W	48	60.6	0.250	19.0	21.1	53.4	0.264	23.1	33.3
SAC	SAC @ CHA	10/31/2022	W	48	53.5	0.329	18.4	33.3	59.5	0.167	20.6	24.4
MEM	MEM @ UTA	10/31/2022	L	48	44.6	0.457	15.2	35.9	57.9	0.247	15.5	24.0
CHA	CHA vs. SAC	10/31/2022	L	48	59.5	0.167	20.6	24.4	53.5	0.329	18.4	33.3
HOU	HOU @ LAC	10/31/2022	L	48	43.2	0.261	15.0	28.1	47.7	0.195	14.1	23.1
LAC	LAC vs. HOU	10/31/2022	W	48	47.7	0.195	14.1	23.1	43.2	0.261	15.0	28.1
TOR	TOR vs. ATL	10/31/2022	W	48	57.6	0.435	6.8	32.7	53.0	0.298	17.5	25.5
WAS	WAS vs. PHI	10/31/2022	L	48	53.1	0.321	16.2	20.9	62.7	0.241	14.1	17.1
DET	DET @ MIL	10/31/2022	L	48	48.9	0.228	12.1	30.8	50.0	0.333	16.2	35.3
ATL	ATL @ TOR	10/31/2022	L	48	53.0	0.298	17.5	25.5	57.6	0.435	6.8	32.7
UTA	UTA vs. MEM	10/31/2022	W	48	57.9	0.247	15.5	24.0	44.6	0.457	15.2	35.9
MIL	MIL vs. DET	10/31/2022	W	48	50.0	0.333	16.2	35.3	48.9	0.228	12.1	30.8
IND	IND @ BKN	10/31/2022	L	48	53.4	0.264	23.1	33.3	60.6	0.250	19.0	21.1
PHI	PHI @ WAS	10/31/2022	W	48	62.7	0.241	14.1	17.1	53.1	0.321	16.2	20.9
DEN	DEN @ LAL	10/30/2022	L	48	50.5	0.188	9.0	28.1	54.7	0.208	9.1	30.8
BOS	BOS vs. WAS	10/30/2022	W	48	58.9	0.253	14.4	18.2	42.3	0.163	10.3	30.2
CLE	CLE vs. NYK	10/30/2022	W	48	59.0	0.213	14.1	28.0	54.3	0.174	14.3	31.4
NOP	NOP @ LAC	10/30/2022	W	48	57.5	0.086	13.7	35.4	48.3	0.151	16.0	25.9
WAS	WAS @ BOS	10/30/2022	L	48	42.3	0.163	10.3	30.2	58.9	0.253	14.4	18.2
SAS	SAS vs. MIN	10/30/2022	W	48	51.2	0.291	20.2	36.5	42.4	0.202	11.1	34.9
DET	DET vs. GSW	10/30/2022	W	48	56.6	0.458	15.7	32.6	48.9	0.272	14.4	29.6
MIN	MIN @ SAS	10/30/2022	L	48	42.4	0.202	11.1	34.9	51.2	0.291	20.2	36.5
HOU	HOU @ PHX	10/30/2022	L	48	50.0	0.299	15.3	37.3	60.7	0.357	12.2	27.3
LAC	LAC vs. NOP	10/30/2022	L	48	48.3	0.151	16.0	25.9	57.5	0.086	13.7	35.4
